Datetime,Date,Month_Name,Month_Num,Quarter,Day_Of_Week,Hour,Truck_ID,Truck_Number,Latitude,Longitude,Shipment_Status,On_Time_Label,Is_Delayed,Delay_Reason,Traffic_Condition,Temperature,Humidity,Waiting_Time_Min,Inventory_Level,Demand_Forecast,Inventory_Surplus,Inventory_Status,Utilization_Pct,Transaction_Amount,Purchase_Frequency
2024-03-12 03:54:06,2024-03-12,Mar 2024,2024-03,Q1,Tuesday,3,Truck_5,5,-89.0793,130.3362,Delayed,Delayed,1,,Detour,22.8,76.1,35,221,281,-60,Deficit,61.5,233,4
2024-11-17 06:38:26,2024-11-17,Nov 2024,2024-11,Q4,Sunday,6,Truck_7,7,-11.2908,-105.2515,Delayed,Delayed,1,Mechanical Failure,Detour,24.5,74.2,36,261,226,35,Surplus,67.0,201,10
2024-07-30 10:23:03,2024-07-30,Jul 2024,2024-07,Q3,Tuesday,10,Truck_5,5,0.3773,-13.6838,Delivered,On Time,0,Traffic,Detour,25.4,73.7,46,226,298,-72,Deficit,75.5,138,8
2024-12-07 16:11:00,2024-12-07,Dec 2024,2024-12,Q4,Saturday,16,Truck_10,10,-7.77,163.5958,In Transit,Delayed,1,,Heavy,21.1,56.1,50,226,174,52,Surplus,77.3,160,5
2024-03-15 17:54:08,2024-03-15,Mar 2024,2024-03,Q1,Friday,17,Truck_7,7,-80.1222,-56.1497,In Transit,Delayed,1,Mechanical Failure,Heavy,25.3,54.4,53,415,181,234,Surplus,87.4,345,2
2024-10-15 06:49:32,2024-10-15,Oct 2024,2024-10,Q4,Tuesday,6,Truck_3,3,-84.8041,57.168,Delivered,Delayed,1,Weather,Heavy,29.7,68.3,45,422,136,286,Surplus,85.6,246,1
2024-08-27 06:52:35,2024-08-27,Aug 2024,2024-08,Q3,Tuesday,6,Truck_8,8,-13.1475,-1.0702,Delayed,Delayed,1,Mechanical Failure,Heavy,23.4,67.1,32,413,109,304,Surplus,93.3,325,3
2024-08-02 02:01:25,2024-08-02,Aug 2024,2024-08,Q3,Friday,2,Truck_1,1,-87.5547,113.4629,In Transit,On Time,0,Weather,Detour,25.2,57.7,20,269,177,92,Surplus,60.9,247,2
2024-11-27 18:48:54,2024-11-27,Nov 2024,2024-11,Q4,Wednesday,18,Truck_4,4,72.9066,36.1965,Delivered,Delayed,1,Weather,Heavy,25.7,50.1,51,489,184,305,Surplus,65.1,204,1
2024-12-03 05:26:24,2024-12-03,Dec 2024,2024-12,Q4,Tuesday,5,Truck_6,6,16.1951,-119.4492,In Transit,On Time,0,Traffic,Clear,28.8,56.2,30,426,220,206,Surplus,81.2,145,3
2024-02-05 03:19:43,2024-02-05,Feb 2024,2024-02,Q1,Monday,3,Truck_5,5,28.3461,-1.5547,Delivered,Delayed,1,Weather,Heavy,27.9,78.6,18,457,137,320,Surplus,69.1,461,6
2024-12-19 22:58:09,2024-12-19,Dec 2024,2024-12,Q4,Thursday,22,Truck_1,1,-35.5663,47.4028,Delivered,On Time,0,Mechanical Failure,Clear,21.7,53.6,15,270,111,159,Surplus,94.9,499,8
2024-11-23 08:44:11,2024-11-23,Nov 2024,2024-11,Q4,Saturday,8,Truck_7,7,-33.246,106.3248,In Transit,Delayed,1,,Heavy,29.8,79.8,55,267,173,94,Surplus,90.5,282,5
2024-04-30 14:49:18,2024-04-30,Apr 2024,2024-04,Q2,Tuesday,14,Truck_5,5,10.2059,98.618,Delivered,Delayed,1,,Heavy,24.4,50.1,54,381,278,103,Surplus,61.5,243,6
2024-06-07 06:45:59,2024-06-07,Jun 2024,2024-06,Q2,Friday,6,Truck_3,3,-6.2311,173.6264,Delivered,Delayed,1,Traffic,Heavy,27.0,74.2,17,402,281,121,Surplus,73.4,155,10
2024-11-24 04:49:31,2024-11-24,Nov 2024,2024-11,Q4,Sunday,4,Truck_4,4,-78.1094,-52.5435,Delivered,Delayed,1,Mechanical Failure,Heavy,20.4,66.1,25,331,264,67,Surplus,77.7,261,6
2024-07-29 00:56:10,2024-07-29,Jul 2024,2024-07,Q3,Monday,0,Truck_5,5,-70.3645,-128.8622,Delivered,On Time,0,Traffic,Detour,25.6,62.5,40,167,126,41,Surplus,63.8,246,9
2024-06-01 20:00:16,2024-06-01,Jun 2024,2024-06,Q2,Saturday,20,Truck_4,4,18.1183,116.4939,Delayed,Delayed,1,Traffic,Heavy,23.3,71.7,10,187,151,36,Surplus,97.2,209,10
2024-07-18 12:19:20,2024-07-18,Jul 2024,2024-07,Q3,Thursday,12,Truck_10,10,20.2969,124.1885,In Transit,On Time,0,,Detour,18.6,74.4,41,298,283,15,Surplus,86.3,248,1
2024-12-16 11:48:34,2024-12-16,Dec 2024,2024-12,Q4,Monday,11,Truck_6,6,-27.7387,19.6189,Delayed,Delayed,1,Mechanical Failure,Detour,21.4,62.9,46,331,298,33,Surplus,62.6,235,8
2024-04-15 22:37:19,2024-04-15,Apr 2024,2024-04,Q2,Monday,22,Truck_2,2,-31.1328,175.8453,Delivered,On Time,0,Mechanical Failure,Clear,27.2,52.9,29,180,110,70,Surplus,68.4,390,8
2024-04-05 10:29:17,2024-04-05,Apr 2024,2024-04,Q2,Friday,10,Truck_10,10,24.8353,-83.7173,In Transit,On Time,0,Traffic,Clear,19.4,71.9,43,282,107,175,Surplus,90.0,464,10
2024-12-20 12:26:19,2024-12-20,Dec 2024,2024-12,Q4,Friday,12,Truck_4,4,-32.724,82.9577,Delayed,Delayed,1,Weather,Detour,27.0,70.9,52,363,248,115,Surplus,62.9,482,6
2024-07-02 03:07:27,2024-07-02,Jul 2024,2024-07,Q3,Tuesday,3,Truck_3,3,72.122,89.9728,Delivered,Delayed,1,Mechanical Failure,Heavy,25.9,68.0,32,212,296,-84,Deficit,87.6,312,6
2024-01-28 04:43:23,2024-01-28,Jan 2024,2024-01,Q1,Sunday,4,Truck_1,1,-7.636,51.0615,In Transit,On Time,0,Weather,Clear,23.9,69.5,59,317,294,23,Surplus,97.1,447,1
2024-01-14 20:39:14,2024-01-14,Jan 2024,2024-01,Q1,Sunday,20,Truck_2,2,-24.0118,111.4726,Delivered,On Time,0,,Detour,18.8,63.9,23,240,276,-36,Deficit,61.2,462,1
2024-08-06 11:35:04,2024-08-06,Aug 2024,2024-08,Q3,Tuesday,11,Truck_10,10,77.0042,-12.2919,Delayed,Delayed,1,Weather,Heavy,20.3,57.3,18,427,189,238,Surplus,85.7,341,3
2024-12-08 01:10:23,2024-12-08,Dec 2024,2024-12,Q4,Sunday,1,Truck_10,10,-38.6867,-19.9939,Delayed,Delayed,1,Weather,Clear,18.2,53.1,16,144,214,-70,Deficit,69.4,106,5
2024-02-27 01:51:59,2024-02-27,Feb 2024,2024-02,Q1,Tuesday,1,Truck_8,8,41.375,77.2949,In Transit,On Time,0,Traffic,Clear,25.5,74.2,46,280,236,44,Surplus,65.3,447,2
2024-02-14 21:28:31,2024-02-14,Feb 2024,2024-02,Q1,Wednesday,21,Truck_2,2,-68.4651,179.4433,Delayed,Delayed,1,,Detour,20.3,59.8,30,182,107,75,Surplus,83.3,288,7
2024-03-21 11:48:25,2024-03-21,Mar 2024,2024-03,Q1,Thursday,11,Truck_3,3,-13.0063,0.5345,Delayed,Delayed,1,Mechanical Failure,Heavy,21.5,72.8,30,439,114,325,Surplus,90.4,101,10
2024-10-16 22:56:13,2024-10-16,Oct 2024,2024-10,Q4,Wednesday,22,Truck_2,2,41.3066,161.1462,Delayed,Delayed,1,Mechanical Failure,Heavy,27.2,77.9,39,174,262,-88,Deficit,91.1,173,5
2024-02-21 23:20:41,2024-02-21,Feb 2024,2024-02,Q1,Wednesday,23,Truck_6,6,-23.1011,-54.5176,Delayed,Delayed,1,,Detour,24.0,67.3,44,186,262,-76,Deficit,85.7,352,9
2024-09-24 22:17:10,2024-09-24,Sep 2024,2024-09,Q3,Tuesday,22,Truck_10,10,-17.6088,-41.4304,Delivered,On Time,0,,Detour,26.9,75.3,26,109,176,-67,Deficit,93.3,314,7
2024-03-30 10:22:10,2024-03-30,Mar 2024,2024-03,Q1,Saturday,10,Truck_4,4,-72.4492,131.8524,In Transit,On Time,0,Mechanical Failure,Detour,21.9,71.9,59,483,152,331,Surplus,69.2,226,10
2024-12-15 07:37:03,2024-12-15,Dec 2024,2024-12,Q4,Sunday,7,Truck_2,2,27.3601,-105.0457,Delayed,Delayed,1,,Clear,27.5,68.6,49,100,149,-49,Deficit,61.7,464,3
2024-03-26 22:29:16,2024-03-26,Mar 2024,2024-03,Q1,Tuesday,22,Truck_1,1,-86.5291,-36.5789,Delivered,On Time,0,Weather,Clear,28.9,63.7,56,128,127,1,Surplus,72.8,140,1
2024-05-09 18:49:33,2024-05-09,May 2024,2024-05,Q2,Thursday,18,Truck_10,10,10.2078,36.857,In Transit,On Time,0,Weather,Detour,21.9,72.1,22,100,145,-45,Deficit,67.5,413,1
2024-11-19 09:57:01,2024-11-19,Nov 2024,2024-11,Q4,Tuesday,9,Truck_6,6,-42.6759,-7.9818,Delayed,Delayed,1,,Heavy,28.6,65.1,45,468,119,349,Surplus,76.1,419,8
2024-11-26 17:09:09,2024-11-26,Nov 2024,2024-11,Q4,Tuesday,17,Truck_8,8,36.2494,143.1951,In Transit,On Time,0,,Detour,27.7,74.8,28,243,272,-29,Deficit,97.5,311,9
2024-04-20 09:54:18,2024-04-20,Apr 2024,2024-04,Q2,Saturday,9,Truck_2,2,28.9964,151.6114,Delayed,Delayed,1,Weather,Detour,29.2,55.5,34,134,270,-136,Deficit,87.8,189,1
2024-06-05 19:19:16,2024-06-05,Jun 2024,2024-06,Q2,Wednesday,19,Truck_3,3,-22.1005,-38.8449,Delivered,On Time,0,Weather,Detour,29.1,54.7,48,484,118,366,Surplus,84.6,320,7
2024-07-08 04:26:39,2024-07-08,Jul 2024,2024-07,Q3,Monday,4,Truck_6,6,47.2803,32.1356,Delivered,Delayed,1,Weather,Heavy,22.4,54.3,23,300,230,70,Surplus,65.5,323,5
2024-04-01 03:56:41,2024-04-01,Apr 2024,2024-04,Q2,Monday,3,Truck_10,10,-25.4692,-70.7603,Delivered,On Time,0,Weather,Detour,21.9,67.4,24,396,117,279,Surplus,60.4,238,3
2024-02-11 04:52:58,2024-02-11,Feb 2024,2024-02,Q1,Sunday,4,Truck_4,4,20.1451,158.7402,Delivered,On Time,0,Mechanical Failure,Detour,26.8,79.1,57,135,115,20,Surplus,81.3,173,7
2024-08-23 00:05:52,2024-08-23,Aug 2024,2024-08,Q3,Friday,0,Truck_8,8,-29.2726,149.6329,Delivered,On Time,0,Mechanical Failure,Detour,21.9,51.9,21,236,115,121,Surplus,72.0,233,6
2024-11-04 00:29:20,2024-11-04,Nov 2024,2024-11,Q4,Monday,0,Truck_1,1,-82.3942,179.9237,Delivered,Delayed,1,Weather,Heavy,27.6,79.7,24,294,191,103,Surplus,88.2,181,5
2024-05-04 19:24:30,2024-05-04,May 2024,2024-05,Q2,Saturday,19,Truck_4,4,37.3932,53.447,Delayed,Delayed,1,Mechanical Failure,Detour,29.4,57.8,34,209,208,1,Surplus,85.0,319,4
2024-11-13 04:19:12,2024-11-13,Nov 2024,2024-11,Q4,Wednesday,4,Truck_4,4,-3.4094,-85.8774,Delayed,Delayed,1,Traffic,Clear,28.2,70.2,60,378,166,212,Surplus,66.8,490,9
2024-02-13 19:17:18,2024-02-13,Feb 2024,2024-02,Q1,Tuesday,19,Truck_1,1,-60.2782,-7.5464,Delayed,Delayed,1,Weather,Clear,22.5,74.0,20,355,252,103,Surplus,90.6,321,3
2024-06-28 07:17:35,2024-06-28,Jun 2024,2024-06,Q2,Friday,7,Truck_9,9,-1.8123,-156.207,Delayed,Delayed,1,Weather,Heavy,29.2,66.1,26,474,110,364,Surplus,96.2,318,5
2024-12-15 22:06:59,2024-12-15,Dec 2024,2024-12,Q4,Sunday,22,Truck_6,6,45.553,20.9015,Delivered,On Time,0,Mechanical Failure,Detour,19.5,67.9,27,218,150,68,Surplus,62.2,257,10
2024-06-30 14:22:40,2024-06-30,Jun 2024,2024-06,Q2,Sunday,14,Truck_2,2,-28.382,-47.8231,In Transit,On Time,0,Mechanical Failure,Clear,29.3,73.2,22,357,131,226,Surplus,94.3,229,7
2024-12-05 16:36:07,2024-12-05,Dec 2024,2024-12,Q4,Thursday,16,Truck_5,5,-71.0852,-12.9187,Delayed,Delayed,1,Traffic,Clear,27.4,59.6,20,255,277,-22,Deficit,98.4,497,3
2024-06-13 13:04:28,2024-06-13,Jun 2024,2024-06,Q2,Thursday,13,Truck_2,2,-35.6424,-106.7595,Delayed,Delayed,1,Traffic,Heavy,22.2,65.8,18,415,256,159,Surplus,61.1,287,2
2024-03-17 08:20:11,2024-03-17,Mar 2024,2024-03,Q1,Sunday,8,Truck_9,9,-81.622,-152.0754,Delivered,Delayed,1,,Heavy,29.5,76.8,41,353,212,141,Surplus,97.7,421,8
2024-09-21 03:09:39,2024-09-21,Sep 2024,2024-09,Q3,Saturday,3,Truck_8,8,-22.9111,-154.3594,In Transit,On Time,0,Mechanical Failure,Clear,23.8,58.4,49,260,131,129,Surplus,77.8,266,7
2024-02-20 20:52:03,2024-02-20,Feb 2024,2024-02,Q1,Tuesday,20,Truck_4,4,-68.7937,-164.3866,Delivered,Delayed,1,Mechanical Failure,Heavy,21.1,75.6,51,447,186,261,Surplus,64.7,315,1
2024-11-19 18:03:38,2024-11-19,Nov 2024,2024-11,Q4,Tuesday,18,Truck_5,5,-25.5794,132.2662,Delayed,Delayed,1,Mechanical Failure,Clear,26.6,50.0,51,483,272,211,Surplus,87.9,466,6
2024-11-07 16:16:40,2024-11-07,Nov 2024,2024-11,Q4,Thursday,16,Truck_10,10,49.0465,41.3428,Delivered,Delayed,1,Weather,Heavy,28.6,75.2,19,363,272,91,Surplus,77.4,358,1
2024-02-18 14:10:22,2024-02-18,Feb 2024,2024-02,Q1,Sunday,14,Truck_8,8,-81.6677,-40.8327,Delayed,Delayed,1,,Detour,20.5,79.3,49,313,126,187,Surplus,98.5,229,7
2024-03-03 00:53:07,2024-03-03,Mar 2024,2024-03,Q1,Sunday,0,Truck_10,10,-69.6887,-34.4563,Delivered,On Time,0,,Clear,19.3,68.6,33,289,220,69,Surplus,74.3,149,4
2024-06-02 09:09:21,2024-06-02,Jun 2024,2024-06,Q2,Sunday,9,Truck_4,4,-49.1811,-94.1515,Delivered,On Time,0,,Clear,21.3,66.1,57,171,249,-78,Deficit,98.9,125,8
2024-01-25 12:09:42,2024-01-25,Jan 2024,2024-01,Q1,Thursday,12,Truck_6,6,12.8172,76.1408,In Transit,On Time,0,Weather,Clear,25.7,71.4,30,401,175,226,Surplus,81.1,494,4
2024-10-04 16:19:17,2024-10-04,Oct 2024,2024-10,Q4,Friday,16,Truck_9,9,20.1146,19.7583,Delivered,On Time,0,Mechanical Failure,Clear,25.1,54.1,55,376,158,218,Surplus,83.2,305,5
2024-11-02 12:07:34,2024-11-02,Nov 2024,2024-11,Q4,Saturday,12,Truck_3,3,84.1317,-144.784,Delayed,Delayed,1,Traffic,Heavy,26.2,58.5,46,371,162,209,Surplus,69.5,168,10
2024-04-22 01:56:59,2024-04-22,Apr 2024,2024-04,Q2,Monday,1,Truck_4,4,-53.9329,30.3236,In Transit,On Time,0,Weather,Clear,23.4,71.6,15,496,235,261,Surplus,76.3,451,3
2024-04-15 22:28:46,2024-04-15,Apr 2024,2024-04,Q2,Monday,22,Truck_2,2,31.8571,-83.1698,In Transit,On Time,0,Traffic,Detour,20.9,68.1,39,149,138,11,Surplus,71.8,274,9
2024-01-19 14:28:30,2024-01-19,Jan 2024,2024-01,Q1,Friday,14,Truck_6,6,67.7302,-70.1861,In Transit,Delayed,1,Traffic,Heavy,29.4,59.5,40,166,246,-80,Deficit,82.9,210,4
2024-09-22 12:19:08,2024-09-22,Sep 2024,2024-09,Q3,Sunday,12,Truck_9,9,73.3723,93.2464,Delayed,Delayed,1,Mechanical Failure,Detour,28.0,52.3,35,369,179,190,Surplus,73.4,481,5
2024-11-01 23:47:02,2024-11-01,Nov 2024,2024-11,Q4,Friday,23,Truck_5,5,68.2361,-85.9216,In Transit,On Time,0,Weather,Clear,22.0,68.1,18,409,282,127,Surplus,62.8,423,10
2024-05-13 14:10:55,2024-05-13,May 2024,2024-05,Q2,Monday,14,Truck_8,8,40.5478,147.0261,Delayed,Delayed,1,Weather,Clear,19.2,58.4,52,494,201,293,Surplus,89.5,231,10
2024-02-17 07:36:46,2024-02-17,Feb 2024,2024-02,Q1,Saturday,7,Truck_6,6,-36.4299,58.0595,Delayed,Delayed,1,Weather,Detour,23.8,79.4,33,238,102,136,Surplus,88.2,416,5
2024-11-23 19:33:59,2024-11-23,Nov 2024,2024-11,Q4,Saturday,19,Truck_8,8,83.2003,-119.0412,In Transit,On Time,0,,Clear,19.2,54.5,18,422,103,319,Surplus,73.5,437,3
2024-09-23 10:32:15,2024-09-23,Sep 2024,2024-09,Q3,Monday,10,Truck_9,9,74.5816,-19.6986,In Transit,On Time,0,,Clear,28.2,57.2,23,132,154,-22,Deficit,93.6,401,6
2024-08-25 22:32:25,2024-08-25,Aug 2024,2024-08,Q3,Sunday,22,Truck_1,1,-64.7094,137.791,Delayed,Delayed,1,Mechanical Failure,Clear,25.2,70.0,10,189,191,-2,Deficit,81.9,360,6
2024-09-27 06:23:53,2024-09-27,Sep 2024,2024-09,Q3,Friday,6,Truck_1,1,-59.602,62.712,Delivered,On Time,0,Traffic,Clear,28.5,72.2,60,255,246,9,Surplus,68.4,419,2
2024-05-09 04:02:20,2024-05-09,May 2024,2024-05,Q2,Thursday,4,Truck_7,7,-68.3712,-65.9802,Delayed,Delayed,1,Weather,Heavy,21.9,74.1,51,107,257,-150,Deficit,84.9,413,1
2024-05-27 10:59:49,2024-05-27,May 2024,2024-05,Q2,Monday,10,Truck_6,6,3.8431,91.0078,Delayed,Delayed,1,,Heavy,19.3,51.4,57,274,127,147,Surplus,75.3,279,10
2024-02-23 18:39:32,2024-02-23,Feb 2024,2024-02,Q1,Friday,18,Truck_4,4,76.3946,105.7941,Delayed,Delayed,1,Traffic,Heavy,21.9,68.6,42,206,116,90,Surplus,63.3,100,7
2024-07-28 22:29:33,2024-07-28,Jul 2024,2024-07,Q3,Sunday,22,Truck_5,5,-46.1871,9.4679,In Transit,Delayed,1,Traffic,Heavy,26.7,72.2,35,270,158,112,Surplus,90.8,107,10
2024-03-05 10:30:30,2024-03-05,Mar 2024,2024-03,Q1,Tuesday,10,Truck_10,10,-10.8849,86.0812,In Transit,On Time,0,Traffic,Clear,23.7,72.1,12,277,130,147,Surplus,64.5,195,5
2024-01-06 21:16:03,2024-01-06,Jan 2024,2024-01,Q1,Saturday,21,Truck_4,4,-67.7619,176.4012,Delayed,Delayed,1,Weather,Clear,21.0,77.3,15,454,237,217,Surplus,73.2,112,10
2024-09-14 16:45:31,2024-09-14,Sep 2024,2024-09,Q3,Saturday,16,Truck_2,2,-22.1101,-65.135,In Transit,On Time,0,,Detour,27.3,71.3,24,197,162,35,Surplus,64.7,460,9
2024-11-03 23:16:49,2024-11-03,Nov 2024,2024-11,Q4,Sunday,23,Truck_5,5,75.1113,-136.48,Delivered,On Time,0,,Clear,19.7,72.3,50,182,280,-98,Deficit,63.3,428,3
2024-03-19 21:36:22,2024-03-19,Mar 2024,2024-03,Q1,Tuesday,21,Truck_6,6,-69.343,131.9033,Delivered,Delayed,1,Traffic,Heavy,25.1,76.5,55,171,112,59,Surplus,94.6,309,3
2024-02-01 18:55:10,2024-02-01,Feb 2024,2024-02,Q1,Thursday,18,Truck_3,3,35.6522,-84.7025,Delivered,On Time,0,,Clear,26.9,69.5,32,159,278,-119,Deficit,69.7,272,7
2024-04-18 12:04:40,2024-04-18,Apr 2024,2024-04,Q2,Thursday,12,Truck_8,8,-86.157,-92.4652,Delayed,Delayed,1,Mechanical Failure,Detour,29.5,61.7,13,378,211,167,Surplus,98.5,305,8
2024-05-26 14:30:07,2024-05-26,May 2024,2024-05,Q2,Sunday,14,Truck_1,1,25.1355,-2.6802,In Transit,On Time,0,Mechanical Failure,Clear,26.2,65.0,19,469,206,263,Surplus,96.9,477,2
2024-07-29 16:54:53,2024-07-29,Jul 2024,2024-07,Q3,Monday,16,Truck_8,8,12.0938,96.8996,In Transit,On Time,0,Weather,Detour,27.0,56.8,31,106,286,-180,Deficit,95.7,120,4
2024-12-09 13:41:26,2024-12-09,Dec 2024,2024-12,Q4,Monday,13,Truck_3,3,-77.0862,137.9042,In Transit,On Time,0,Mechanical Failure,Clear,21.7,76.0,42,486,139,347,Surplus,80.5,282,9
2024-09-14 09:03:54,2024-09-14,Sep 2024,2024-09,Q3,Saturday,9,Truck_2,2,-17.1205,-47.0657,In Transit,On Time,0,Weather,Detour,26.3,53.7,40,248,246,2,Surplus,71.7,146,10
2024-12-01 01:52:30,2024-12-01,Dec 2024,2024-12,Q4,Sunday,1,Truck_3,3,-52.8874,162.7464,In Transit,On Time,0,Weather,Detour,25.4,79.1,17,157,233,-76,Deficit,69.9,311,9
2024-08-19 17:09:24,2024-08-19,Aug 2024,2024-08,Q3,Monday,17,Truck_6,6,-3.6578,176.299,In Transit,On Time,0,Mechanical Failure,Clear,23.2,54.6,28,235,206,29,Surplus,68.2,467,9
2024-04-15 18:58:09,2024-04-15,Apr 2024,2024-04,Q2,Monday,18,Truck_7,7,-7.6641,-25.3717,Delayed,Delayed,1,Weather,Heavy,25.4,55.8,55,170,112,58,Surplus,60.1,463,10
2024-04-12 10:58:21,2024-04-12,Apr 2024,2024-04,Q2,Friday,10,Truck_6,6,-82.1416,-91.8925,Delivered,On Time,0,Mechanical Failure,Clear,25.1,52.4,24,342,209,133,Surplus,88.0,103,2
2024-02-23 09:29:19,2024-02-23,Feb 2024,2024-02,Q1,Friday,9,Truck_3,3,87.5079,-125.5319,In Transit,On Time,0,Mechanical Failure,Clear,20.5,51.4,22,290,147,143,Surplus,74.7,170,4
2024-02-27 05:17:36,2024-02-27,Feb 2024,2024-02,Q1,Tuesday,5,Truck_1,1,-76.8771,94.6166,Delayed,Delayed,1,Mechanical Failure,Heavy,22.8,71.7,44,260,154,106,Surplus,94.1,393,5
2024-07-26 19:10:43,2024-07-26,Jul 2024,2024-07,Q3,Friday,19,Truck_5,5,89.2765,166.6548,Delayed,Delayed,1,Weather,Heavy,18.9,55.5,35,378,229,149,Surplus,74.4,367,4
2024-06-29 05:20:24,2024-06-29,Jun 2024,2024-06,Q2,Saturday,5,Truck_2,2,-82.8546,7.876,Delayed,Delayed,1,Weather,Clear,19.2,70.1,57,177,249,-72,Deficit,86.6,141,4
2024-04-15 04:40:07,2024-04-15,Apr 2024,2024-04,Q2,Monday,4,Truck_2,2,-40.284,-86.8089,In Transit,Delayed,1,Mechanical Failure,Heavy,22.8,64.4,33,310,110,200,Surplus,98.9,104,2
2024-07-24 04:09:02,2024-07-24,Jul 2024,2024-07,Q3,Wednesday,4,Truck_3,3,2.2208,-170.2641,Delivered,Delayed,1,Traffic,Heavy,27.5,57.2,36,132,140,-8,Deficit,65.2,481,5
2024-07-19 01:06:21,2024-07-19,Jul 2024,2024-07,Q3,Friday,1,Truck_8,8,54.8423,175.5701,Delayed,Delayed,1,Traffic,Heavy,25.6,77.8,26,331,269,62,Surplus,90.7,213,9
2024-04-23 16:50:45,2024-04-23,Apr 2024,2024-04,Q2,Tuesday,16,Truck_1,1,-78.4723,-82.615,Delivered,On Time,0,Traffic,Detour,24.4,65.2,23,294,213,81,Surplus,65.0,439,8
2024-06-18 12:57:05,2024-06-18,Jun 2024,2024-06,Q2,Tuesday,12,Truck_6,6,4.8496,-60.7988,Delivered,Delayed,1,Mechanical Failure,Heavy,29.3,50.7,24,277,271,6,Surplus,93.4,242,2
2024-12-17 04:11:19,2024-12-17,Dec 2024,2024-12,Q4,Tuesday,4,Truck_5,5,54.0342,-98.3083,Delayed,Delayed,1,Weather,Heavy,29.7,77.9,33,329,124,205,Surplus,91.9,232,5
2024-11-17 04:41:18,2024-11-17,Nov 2024,2024-11,Q4,Sunday,4,Truck_8,8,41.43,-128.1678,Delivered,Delayed,1,Traffic,Heavy,18.7,68.5,27,204,217,-13,Deficit,76.9,473,2
2024-06-20 11:18:46,2024-06-20,Jun 2024,2024-06,Q2,Thursday,11,Truck_1,1,-56.0674,82.9431,Delivered,On Time,0,,Clear,28.9,60.3,32,410,272,138,Surplus,77.2,436,1
2024-06-29 11:16:26,2024-06-29,Jun 2024,2024-06,Q2,Saturday,11,Truck_7,7,-0.8539,-177.5496,Delayed,Delayed,1,Mechanical Failure,Clear,26.9,70.8,44,417,181,236,Surplus,94.7,103,7
2024-07-05 09:14:48,2024-07-05,Jul 2024,2024-07,Q3,Friday,9,Truck_6,6,54.5973,-128.4974,Delivered,On Time,0,,Clear,20.7,72.4,12,324,243,81,Surplus,95.1,173,7
2024-07-19 20:10:54,2024-07-19,Jul 2024,2024-07,Q3,Friday,20,Truck_8,8,-46.1457,161.0254,Delayed,Delayed,1,Traffic,Detour,23.8,52.3,52,218,231,-13,Deficit,79.5,389,2
2024-08-27 22:26:18,2024-08-27,Aug 2024,2024-08,Q3,Tuesday,22,Truck_5,5,76.8391,140.3011,Delayed,Delayed,1,Traffic,Detour,23.6,51.7,24,137,279,-142,Deficit,70.6,124,6
2024-06-17 02:43:31,2024-06-17,Jun 2024,2024-06,Q2,Monday,2,Truck_4,4,-59.1914,-125.4515,Delayed,Delayed,1,Traffic,Detour,18.3,76.4,42,414,249,165,Surplus,66.3,332,10
2024-05-21 02:30:18,2024-05-21,May 2024,2024-05,Q2,Tuesday,2,Truck_1,1,-75.6177,-156.976,In Transit,On Time,0,Weather,Detour,26.9,67.2,35,216,185,31,Surplus,86.2,181,10
2024-05-08 02:13:49,2024-05-08,May 2024,2024-05,Q2,Wednesday,2,Truck_8,8,-24.1694,30.0335,Delayed,Delayed,1,,Detour,26.4,51.6,47,170,105,65,Surplus,96.4,278,3
2024-05-02 09:49:37,2024-05-02,May 2024,2024-05,Q2,Thursday,9,Truck_2,2,-6.8584,150.6127,Delivered,On Time,0,Weather,Clear,28.6,66.8,18,154,263,-109,Deficit,60.4,384,9
2024-01-25 20:15:13,2024-01-25,Jan 2024,2024-01,Q1,Thursday,20,Truck_2,2,-32.2146,166.7941,Delivered,On Time,0,,Detour,25.0,72.7,51,213,227,-14,Deficit,82.6,353,8
2024-01-07 12:49:12,2024-01-07,Jan 2024,2024-01,Q1,Sunday,12,Truck_4,4,-46.3051,-93.1541,Delivered,On Time,0,Weather,Detour,24.9,77.0,60,276,292,-16,Deficit,84.6,467,4
2024-03-08 10:09:37,2024-03-08,Mar 2024,2024-03,Q1,Friday,10,Truck_10,10,-85.0859,41.138,In Transit,On Time,0,Weather,Clear,22.0,77.8,47,382,246,136,Surplus,81.4,448,5
2024-12-22 15:01:19,2024-12-22,Dec 2024,2024-12,Q4,Sunday,15,Truck_8,8,89.1858,-159.3242,In Transit,On Time,0,Weather,Detour,19.1,69.0,16,383,290,93,Surplus,90.7,238,3
2024-01-21 13:17:03,2024-01-21,Jan 2024,2024-01,Q1,Sunday,13,Truck_1,1,1.429,-119.0925,Delayed,Delayed,1,Traffic,Detour,26.6,74.1,10,334,184,150,Surplus,73.0,317,3
2024-06-25 02:35:14,2024-06-25,Jun 2024,2024-06,Q2,Tuesday,2,Truck_9,9,78.3252,15.2758,Delayed,Delayed,1,,Heavy,26.3,68.8,53,421,100,321,Surplus,76.6,128,6
2024-05-27 05:13:33,2024-05-27,May 2024,2024-05,Q2,Monday,5,Truck_2,2,-9.2287,107.9306,Delivered,On Time,0,Mechanical Failure,Detour,25.0,51.2,53,329,188,141,Surplus,67.2,233,5
